193	1	22	6	3	2	1	3	3	3	3	3	3	3
200	1	22	4	1	1	1	2	1	1	1	1	1	1
211	1	22	2	2	3	2	3	1	3	1	1	3	2
213	1	22	4	3	2	1	1	1	1	1	1	3	1
215	1	22	2	3	3	3	1	1	2	2	2	1	1
222	1	22	3	2	3	3	3	1	2	2	2	1	1
234	0	22	4	2	3	3	3	2	3	3	4	5	3
239	0	22	6	2	2	2	4	3	4	3	3	4	4
242	0	22	2	1	2	1	1	1	1	1	2	2	1
252	1	22	7	2	2	2	1	1	2	3	2	3	2
257	1	22	3	3	3	2	1	2	2	2	2	2	2
265	0	22	3	1	1	2	2	2	3	3	3	1	3
271	0	22	1	1	1	1	4	1	1	1	1	1	1
299	1	22	2	1	3	1	1	1	1	1	1	1	1
306	1	22	1	1	1	1	1	1	1	1	1	4	1
309	0	22	4	3	2	2	2	1	3	1	2	3	2
313	1	22	5	1	1	1	1	1	1	1	1	1	1
344	1	22	7	5	5	4	5	1	4	5	5	5	5
374	1	22	3	3	2	2	1	1	1	1	2	1	1
394	1	22	5	1	2	1	1	1	1	1	1	2	1
402	1	22	7	1	2	2	3	2	4	2	4	3	3
405	0	22	4	1	1	2	2	2	3	2	2	3	4
421	0	22	2	1	2	2	1	1	2	1	1	3	1
428	1	22	2	1	2	1	1	1	1	1	1	1	1
436	1	22	2	3	3	1	1	1	3	1	1	1	1
443	1	22	1	2	3	1	1	1	1	1	1	1	1
469	1	22	1	2	2	1	2	1	2	1	1	2	1
526	1	22	4	1	1	1	1	1	3	1	1	1	1
531	1	22	4	3	2	1	1	5	1	1	1	1	1
532	1	22	3	2	1	2	1	1	1	1	1	1	1
544	1	22	5	3	3	1	1	1	1	1	1	1	1
567	1	22	1	2	1	1	4	2	4	4	5	5	5
580	1	22	1	1	2	1	2	1	2	2	2	3	2
586	1	22	1	1	1	1	1	1	1	1	1	1	1
602	1	22	5	4	2	2	1	1	4	1	1	4	1
611	1	22	4	3	1	1	1	1	1	1	1	1	1
622	0	22	2	1	4	1	3	1	2	2	3	4	2
639	0	22	1	3	2	2	2	1	2	1	1	2	1
666	1	22	1	1	1	1	1	1	1	1	1	1	1
687	0	22	1	1	2	1	1	1	1	1	3	3	1
697	0	22	2	2	1	1	1	5	1	1	1	1	1
712	0	22	7	3	2	2	4	2	5	5	5	5	5
735	1	22	4	2	2	1	2	2	2	2	2	2	2
750	1	22	5	1	2	2	3	3	4	3	4	3	3
758	1	22	4	1	1	1	5	1	5	5	5	1	5
762	0	22	4	1	1	2	2	2	3	2	3	3	1
767	1	22	1	2	2	1	1	1	1	1	1	1	1
773	1	22	4	2	3	1	3	2	4	4	2	4	4
794	0	22	7	3	2	3	3	2	5	2	4	3	4
798	0	22	3	3	1	1	3	2	3	4	4	3	4
825	0	22	1	1	1	4	1	1	2	1	2	1	1
828	1	22	3	1	1	1	2	1	3	3	2	2	2
849	0	22	1	1	1	2	1	2	3	5	3	4	4
873	0	22	3	2	4	3	2	2	3	3	2	2	3
884	1	22	4	3	3	2	3	1	3	3	2	1	1
894	0	22	5	2	1	3	2	1	3	1	1	1	1
899	0	22	2	3	2	2	3	4	3	4	4	4	3
909	0	22	7	2	4	2	3	5	1	5	5	5	4
53	1	21	2	1	2	1	2	1	1	1	1	4	1
54	0	21	1	3	1	1	4	3	4	1	4	1	2
56	1	21	1	2	2	1	2	1	1	1	1	1	1
57	1	21	6	2	2	3	2	2	3	2	2	2	2
69	0	21	1	3	3	2	2	1	1	3	2	1	1
70	1	21	3	2	2	3	2	1	1	3	2	2	3
85	1	21	5	3	3	2	3	1	4	2	2	1	1
87	0	21	1	2	2	2	1	1	1	1	1	1	1
88	1	21	3	3	3	2	1	1	1	1	1	1	1
90	1	21	4	2	2	3	2	2	3	3	3	3	3
91	0	21	1	2	3	3	3	1	4	2	4	5	4
92	0	21	1	4	3	2	3	1	3	4	3	3	3
93	1	21	5	2	2	3	1	2	2	2	2	2	2
95	1	21	1	1	2	3	3	1	2	1	1	2	1
96	1	21	5	1	2	2	2	1	2	2	3	3	3
98	0	21	1	2	2	2	3	1	2	2	3	5	1
99	1	21	5	1	2	1	3	1	3	2	3	1	3
113	1	21	6	2	1	1	4	2	3	2	4	4	2
126	1	21	2	2	2	1	1	1	1	1	1	5	1
134	1	21	7	3	2	2	1	1	4	1	3	1	3
141	0	21	2	4	4	2	2	4	5	4	5	1	4
143	1	21	1	3	1	2	1	1	1	1	1	1	1
151	1	21	3	2	3	2	1	1	4	1	2	1	1
152	1	21	1	1	1	1	3	1	4	1	4	3	2
155	1	21	5	2	1	2	1	1	1	1	1	3	1
160	0	21	2	2	2	2	3	2	3	4	2	2	4
172	1	21	3	1	1	3	4	2	5	2	5	3	3
183	0	21	2	1	2	2	2	2	4	2	3	2	2
192	1	21	1	2	2	2	1	1	1	1	1	2	1
194	1	21	2	2	2	1	2	2	3	2	3	3	3
195	1	21	5	2	2	2	3	1	4	1	3	1	2
228	0	21	3	2	3	2	2	3	2	2	2	2	2
245	1	21	6	2	2	2	2	3	3	3	2	3	4
263	1	21	3	1	3	3	1	1	1	1	1	2	1
275	1	21	5	2	1	1	1	1	1	1	1	1	1
278	1	21	6	3	2	1	3	1	3	1	1	1	1
279	1	21	5	3	2	1	1	1	2	2	1	4	1
283	0	21	1	2	2	2	2	1	3	2	2	4	1
287	1	21	7	3	4	4	1	1	3	2	2	1	1
302	1	21	5	2	3	2	2	1	2	3	1	2	1
303	1	21	1	2	3	2	4	1	4	2	4	3	4
305	1	21	5	2	4	3	2	1	2	2	2	2	3
308	1	21	2	2	2	2	1	5	1	2	1	2	1
310	1	21	5	1	1	2	2	1	2	2	2	1	1
312	1	21	4	2	2	1	2	2	1	3	3	1	4
325	1	21	6	2	2	2	3	2	2	2	4	4	2
333	1	21	4	2	2	1	1	1	2	2	3	3	3
338	1	21	1	2	3	1	3	1	4	3	4	1	1
357	1	21	2	2	2	2	1	1	1	1	1	1	1
385	1	21	1	3	3	2	1	1	1	1	1	1	1
393	1	21	1	2	2	1	1	1	1	1	1	1	1
408	0	21	2	1	1	1	2	1	1	1	1	1	1
427	1	21	1	2	2	1	1	5	1	1	1	1	1
447	0	21	2	1	2	1	3	2	4	1	4	3	3
453	1	21	5	2	1	1	1	1	3	1	1	1	1
477	1	21	1	2	1	1	1	1	2	1	1	1	1
490	0	21	1	1	2	1	3	2	2	2	2	2	1
500	1	21	2	2	2	1	2	2	2	1	2	3	2
519	1	21	1	2	2	2	3	1	3	3	2	2	1
523	1	21	2	1	1	1	2	1	1	2	2	2	3
534	1	21	5	2	3	1	3	3	4	2	3	4	3
537	0	21	2	1	1	1	2	1	3	3	5	3	4
557	0	21	1	1	2	2	2	1	2	2	2	2	2
563	1	21	1	2	1	1	2	1	4	2	1	1	1
569	1	21	4	2	2	2	1	1	1	1	1	1	1
570	0	21	1	2	2	2	2	1	2	2	2	2	2
575	0	21	5	3	4	4	2	2	4	3	4	2	3
603	1	21	4	3	2	2	1	1	1	2	2	3	3
638	0	21	1	1	2	2	2	1	1	1	1	1	1
662	1	21	5	2	1	2	4	1	4	4	3	5	4
665	1	21	2	2	2	1	1	1	1	1	1	1	1
671	1	21	1	2	2	1	2	1	2	1	1	1	1
707	0	21	3	2	2	2	3	3	3	3	3	3	3
729	1	21	5	3	2	1	3	3	3	3	3	3	3
806	0	21	2	3	2	4	3	1	3	3	4	3	4
834	0	21	5	1	2	3	3	2	3	2	4	4	3
842	0	21	1	2	2	1	1	3	3	3	4	3	3
855	0	21	6	3	3	2	4	3	4	3	5	5	4
870	1	21	5	1	1	1	5	1	5	5	5	3	5
879	0	21	5	2	2	2	1	1	4	1	1	4	1
893	0	21	2	2	1	1	2	1	2	2	3	1	2
36	1	20	1	2	2	2	1	1	1	1	1	1	1
63	1	20	5	2	3	1	1	1	4	4	3	3	3
72	1	20	2	3	2	2	1	1	1	1	1	1	1
78	1	20	5	3	2	2	2	1	2	1	2	2	2
86	0	20	1	1	4	1	-9	-9	-9	-9	-9	-9	-9
94	0	20	3	3	4	5	5	1	5	3	5	5	3
100	1	20	4	3	1	1	3	1	3	1	2	3	4
116	1	20	6	4	2	2	3	5	5	2	4	5	2
120	1	20	3	1	2	1	1	1	1	1	2	3	1
123	1	20	3	2	2	1	2	1	2	2	2	2	2
127	1	20	1	3	2	2	1	1	2	1	1	1	1
132	0	20	2	1	2	1	1	1	1	1	1	1	1
138	1	20	1	2	2	1	3	1	3	2	2	2	1
146	1	20	2	3	3	2	1	1	1	2	1	2	1
168	1	20	4	2	2	3	2	2	2	2	2	3	1
177	1	20	5	1	1	1	1	5	2	1	3	1	3
218	1	20	7	3	2	-9	5	5	5	1	5	1	5
225	1	20	6	1	2	1	2	1	2	1	2	1	1
229	1	20	6	2	2	2	1	1	3	3	2	2	2
230	1	20	2	1	1	1	1	1	2	2	1	4	1
241	1	20	1	2	2	2	3	1	2	2	3	3	2
243	1	20	1	1	1	1	1	1	1	1	1	1	1
246	1	20	5	1	2	2	1	2	4	3	2	5	4
255	1	20	2	1	1	2	2	2	2	2	2	2	2
266	1	20	1	3	2	1	1	1	1	1	1	2	1
268	0	20	1	2	2	2	1	1	1	1	1	1	1
277	1	20	7	2	4	2	2	2	2	2	2	4	4
280	0	20	3	1	2	3	3	2	3	2	3	3	3
281	1	20	1	3	2	1	2	1	3	2	2	2	2
285	1	20	5	2	2	1	1	1	2	3	1	3	1
290	0	20	2	4	4	4	2	1	2	2	2	2	2
291	1	20	3	2	1	2	2	1	1	2	3	2	3
293	0	20	5	2	2	1	2	5	1	1	-9	1	1
300	1	20	3	1	1	1	1	1	1	1	1	1	1
307	1	20	4	2	2	1	1	1	1	1	1	1	1
315	0	20	1	1	3	1	2	1	5	2	5	4	2
331	0	20	3	3	2	2	1	1	4	2	3	2	3
332	1	20	4	2	2	3	2	1	3	2	2	1	1
334	1	20	5	1	3	2	1	1	2	1	1	1	1
341	1	20	5	3	3	3	1	2	2	1	1	3	1
343	1	20	1	4	2	2	2	2	2	2	2	2	2
350	1	20	1	3	4	2	2	1	1	2	1	2	2
361	1	20	3	3	3	2	2	2	3	5	3	3	4
367	1	20	6	3	3	3	3	1	4	4	3	4	4
369	1	20	2	2	2	2	2	1	2	4	4	1	4
379	1	20	2	3	2	1	3	4	5	5	5	5	5
398	1	20	6	3	3	1	1	1	1	1	1	1	1
411	1	20	1	3	2	2	3	1	2	2	3	3	2
420	1	20	1	2	2	1	1	1	1	1	1	1	1
432	1	20	6	3	1	1	1	1	2	1	2	3	3
451	1	20	5	4	2	3	3	2	4	3	3	3	4
452	1	20	1	3	2	1	1	1	1	1	1	1	1
459	0	20	1	1	2	2	1	4	1	2	1	2	1
461	1	20	4	1	1	2	2	2	2	2	2	2	2
485	1	20	1	2	2	1	1	1	1	1	1	1	1
497	1	20	5	2	2	3	3	1	3	2	2	2	2
504	0	20	2	2	2	2	1	1	1	2	2	2	3
509	1	20	6	2	3	3	2	1	2	2	2	2	2
530	1	20	5	1	1	2	3	1	5	2	4	1	1
548	0	20	3	3	1	1	2	4	4	2	3	4	2
550	0	20	5	3	4	1	2	2	2	3	2	3	2
560	1	20	3	2	1	1	1	1	1	1	1	1	1
566	1	20	2	4	3	3	1	1	1	1	1	1	1
589	1	20	3	3	1	1	3	2	3	3	3	3	4
591	1	20	5	2	3	2	3	2	3	3	4	1	3
615	0	20	4	2	2	2	2	1	4	1	2	1	2
618	1	20	1	1	2	1	1	1	1	1	1	1	1
619	0	20	3	2	2	1	1	1	1	1	1	1	1
625	0	20	5	3	4	2	1	1	1	1	1	1	1
628	1	20	3	2	2	1	3	1	4	3	2	2	3
667	1	20	2	1	2	1	2	1	2	2	3	4	3
720	0	20	1	1	2	1	1	1	1	1	1	1	1
724	1	20	1	2	2	2	2	2	4	5	4	3	4
732	0	20	1	2	2	1	1	1	1	1	1	3	1
739	1	20	1	3	3	2	3	1	2	2	2	3	2
792	1	20	1	1	2	2	1	1	1	1	1	1	1
804	0	20	1	1	1	1	4	1	5	4	5	1	4
807	0	20	2	1	2	2	3	2	4	3	4	2	3
824	0	20	1	2	2	1	1	1	3	1	3	1	1
847	0	20	2	2	2	3	2	1	1	2	2	3	2
857	0	20	5	3	2	3	3	2	3	2	4	3	3
866	0	20	4	2	2	2	1	3	5	4	5	5	5
874	1	20	2	1	1	1	1	1	2	1	1	1	1
876	0	20	2	3	4	2	3	3	3	3	3	3	3
880	1	20	3	1	1	1	1	1	4	4	1	1	2
896	0	20	5	2	3	4	4	2	4	2	4	3	4
905	0	20	1	2	2	2	1	1	2	2	2	2	2
907	0	20	3	1	1	5	1	5	1	1	1	1	1
917	0	20	1	2	3	2	1	2	3	4	4	3	4
931	0	20	1	4	4	4	3	1	3	2	4	3	5
59	1	19	1	2	1	1	1	1	1	1	1	1	1
76	0	19	2	3	2	1	3	1	3	2	2	3	1
84	1	19	4	3	2	2	2	1	3	1	2	1	2
106	1	19	5	4	3	2	5	1	5	1	5	3	5
128	1	19	3	3	4	2	2	1	3	2	2	2	2
131	0	19	2	1	2	2	3	1	4	2	1	4	4
154	1	19	1	2	2	2	2	1	3	2	2	2	2
161	0	19	1	1	1	1	2	1	5	1	3	1	1
163	0	19	3	3	4	2	1	1	3	2	2	4	2
175	1	19	5	2	2	2	2	1	2	1	2	3	2
176	0	19	3	2	3	2	2	1	3	2	1	1	2
178	1	19	2	2	4	2	2	2	2	2	2	2	2
190	1	19	6	2	4	1	1	1	3	2	2	3	3
207	1	19	1	2	2	1	2	1	1	1	1	1	1
244	1	19	3	1	1	1	2	1	3	2	3	1	2
247	1	19	7	1	1	2	3	3	4	4	3	3	2
256	1	19	2	1	1	1	2	1	1	1	1	1	1
261	1	19	5	3	3	2	1	1	3	3	1	2	3
276	1	19	5	2	2	1	1	1	1	1	1	1	1
282	1	19	5	1	2	2	1	2	3	3	2	3	2
284	0	19	5	1	2	1	1	1	1	1	1	1	1
296	0	19	6	3	2	3	4	4	5	3	5	3	5
297	0	19	1	2	2	3	3	3	3	3	4	5	3
298	1	19	2	1	1	1	1	2	1	3	1	1	1
311	0	19	5	3	2	2	4	1	4	4	4	5	5
366	1	19	1	3	4	4	2	1	2	1	2	1	1
397	1	19	1	2	2	1	2	1	1	5	1	1	1
400	1	19	3	3	2	3	3	1	3	1	3	3	1
401	1	19	3	3	4	1	3	2	2	2	3	2	3
403	1	19	4	2	2	1	2	1	2	1	1	3	1
413	1	19	7	3	3	1	3	4	4	3	3	3	3
414	1	19	3	3	4	4	3	1	1	1	1	1	1
416	1	19	5	2	1	1	1	3	2	1	2	4	2
423	1	19	2	1	1	2	1	1	1	1	1	1	1
431	1	19	4	2	5	1	1	1	2	2	1	3	2
450	1	19	1	1	1	1	1	1	1	1	1	1	1
454	1	19	2	1	1	1	1	1	1	1	1	1	1
466	0	19	3	1	3	3	5	1	5	5	5	5	5
483	1	19	2	3	3	2	2	1	2	1	1	3	1
496	0	19	1	3	2	2	1	1	1	1	1	2	1
501	1	19	3	1	2	1	1	1	2	3	1	1	1
533	1	19	5	3	1	2	2	2	3	2	4	3	3
535	1	19	4	4	2	1	1	2	2	4	1	1	3
595	1	19	4	3	3	4	1	1	1	1	1	1	1
596	1	19	5	2	3	2	1	1	2	2	2	1	2
608	1	19	1	3	2	1	4	2	5	3	5	5	3
629	1	19	3	1	2	1	2	1	2	2	1	4	1
631	0	19	6	3	5	4	3	2	3	2	2	4	3
751	1	19	4	3	3	1	2	2	5	5	5	2	4
760	1	19	2	2	3	2	1	5	1	1	1	1	1
791	0	19	2	4	3	4	2	1	5	5	5	3	5
810	1	19	6	3	2	4	1	1	2	2	2	2	3
817	1	19	-9	2	3	1	3	2	2	2	2	2	2
819	0	19	1	1	3	1	2	1	2	1	1	2	1
841	0	19	1	2	1	2	4	4	5	5	4	5	4
848	0	19	4	2	2	1	3	2	3	2	4	5	4
860	0	19	2	1	3	3	3	3	4	3	4	4	3
861	0	19	1	1	2	1	2	1	3	1	2	1	1
901	0	19	5	2	3	2	2	2	3	3	3	2	2
904	0	19	1	1	2	2	2	1	3	4	2	1	2
910	0	19	1	1	1	1	3	1	2	1	2	1	1
911	0	19	2	1	2	1	2	1	2	1	1	1	1
912	0	19	1	1	1	1	1	1	1	1	1	1	1
914	0	19	4	1	3	3	3	2	3	3	4	2	3
916	1	19	4	2	4	3	1	1	2	1	1	1	1
918	1	19	1	1	1	1	1	1	2	3	3	3	3
925	0	19	2	2	2	2	3	1	2	2	3	2	4
932	0	19	2	2	2	1	-9	-9	-9	-9	-9	-9	-9
32	0	18	1	1	1	1	3	1	3	1	1	3	3
33	1	18	4	3	4	3	3	1	3	2	2	2	3
45	1	18	2	3	4	1	1	1	1	1	1	3	3
46	1	18	6	3	4	4	1	1	1	3	1	1	2
47	1	18	7	3	4	3	3	3	4	4	4	2	3
55	1	18	7	1	2	2	1	1	1	1	1	2	1
58	1	18	3	3	2	1	2	1	2	2	2	2	2
89	0	18	6	3	3	1	1	1	4	3	2	1	2
119	0	18	1	3	1	1	1	1	2	2	2	2	2
